(216.40065883460605, 209.329881786982)
(215.06059295114545, 209.4968936082838)
(213.8545336560309, 209.64720424745542)
(212.3690802904278, 209.88248382270987)
(211.03217226138503, 210.0942354404389)
(209.82895503524654, 210.284811896395)
(208.3460595317219, 210.55633070675552)
(207.0114535785497, 210.80069763607997)
(205.8103082206947, 211.02062787247198)
(204.72927739862524, 211.21856508522478)
(203.75634965876273, 211.3967085767023)
(202.48071469288647, 211.65703771903208)
(201.3326432235978, 211.89133394712886)
(199.79937890123804, 212.10220055241598)
(198.41944101111423, 212.2919804971744)
(197.17749691000282, 212.46278244745696)
(196.05974721900253, 212.61650420271127)
(194.7537724971023, 212.65485378244014)
(193.57839524739205, 212.68936840419613)
(192.52055572265286, 212.72043156377651)
(191.56850015038756, 212.74838840739886)
(190.4116501353488, 213.07354956665898)
(189.3704851218139, 213.36619460999307)
(188.4334366096325, 213.62957514899375)
(187.59009294866925, 213.86661763409438)
(186.63108365380234, 214.37995587068494)
(185.7679752884221, 214.84196028361646)
(184.9911777595799, 215.2577642552548)
(184.2920599836219, 215.63198782972933)
(183.66285398525972, 215.9687890467564)
(182.69656858673375, 216.37191014208076)
(181.82691172806037, 216.7347191278727)
(181.04422055525433, 217.06124721508542)
(180.3397984997289, 217.35512249357689)
(179.405818649756, 217.5196102442192)
(178.56523678478038, 217.66764921979728)
(177.80871310630235, 217.80088429781756)
(177.2278417956721, 218.1207958680358)
(176.7050576161049, 218.40871628123222)
(176.2345518544944, 218.667844653109)
(175.81109666904496, 218.9010601877981)
(175.12998700214047, 219.2109541690183)
(174.51698830192643, 219.48985875211648)
(173.9652894717338, 219.74087287690483)
(173.46876052456042, 219.96678558921434)
(172.7218844721044, 220.07010703029292)
(172.04969602489396, 220.16309632726362)
(171.44472642240456, 220.24678669453726)
(170.9002537801641, 220.32210802508354)
(170.41022840214768, 220.38989722257517)
(169.86920556193292, 220.35090750031765)
(169.38228500573962, 220.31581675028588)
(168.94405650516566, 220.2842350752573)
(168.4496508546491, 220.05581156773158)
(168.0046857691842, 219.85023041095843)
(167.60421719226576, 219.6652073698626)
(167.2437954730392, 219.49868663287634)
(166.91941592573528, 219.3488179695887)
(166.92747433316174, 219.21393617262984)
(166.93472689984557, 219.09254255536686)
(166.94125420986103, 218.98328829983018)
(166.94712878887492, 218.88495946984716)
(167.35241590998743, 218.89646352286243)
(167.7171743189887, 218.90681717057618)
(168.0454568870898, 218.91613545351856)
(168.84091119838084, 218.8245219081667)
(169.55682007854276, 218.74206971735003)
(170.20113807068847, 218.66786274561503)
(170.78102426361963, 218.60107647105352)
